Note: You are using GPU for training
Dataset: Reuters
No. of target classes: 90
No. of train instances 5827
No. of dev instances 1943
No. of test instances 3019
  5071     8      2581    26/365         7% 0.089290      65.6250
  5081     8      2591    36/365        10% 0.032017      64.9306
  5094     8      2601    46/365        13% 0.015814      63.9946
  5103     8      2611    56/365        15% 0.018214      64.6205
  5118     8      2621    66/365        18% 0.006410      65.3409
  5137     8      2631    76/365        21% 0.036176      65.2138
  5149     8      2641    86/365        24% 0.022586      65.1890
  5178     8      2651    96/365        26% 0.033984      63.0859
  5186     8      2661   106/365        29% 0.009106      63.5024
  5197     8      2671   116/365        32% 0.013358      63.7392
  5208     8      2681   126/365        35% 0.040291      62.5496
  5215     8      2691   136/365        37% 0.003506      62.7757
  5242     8      2701   146/365        40% 0.021480      61.8579
  5256     8      2711   156/365        43% 0.044799      62.0593
  5265     8      2721   166/365        45% 0.050472      62.6130
  5279     8      2731   176/365        48% 0.000153      62.8196
  5300     8      2741   186/365        51% 0.029435      62.4664
  5315     8      2751   196/365        54% 0.007382      62.8827
  5343     8      2761   206/365        56% 0.003407      62.1966
  5354     8      2771   216/365        59% 0.026666      62.5289
  5367     8      2781   226/365        62% 0.118920      62.5830
  5385     8      2791   236/365        65% 0.042447      62.6589
  5394     8      2801   246/365        67% 0.001734      63.1606
  5416     8      2811   256/365        70% 0.062234      62.9395
  5433     8      2821   266/365        73% 0.026990      62.8759
  5444     8      2831   276/365        76% 0.018964      62.8850
  5456     8      2841   286/365        78% 0.045000      62.8278
  5472     8      2851   296/365        81% 0.086254      62.8801
  5487     8      2861   306/365        84% 0.037221      62.9698
  5506     8      2871   316/365        87% 0.031055      62.6187
  5519     8      2881   326/365        89% 0.041642      62.7109
  5538     8      2891   336/365        92% 0.023138      62.6488
  5552     8      2901   346/365        95% 0.019587      62.5542
  5561     8      2911   356/365        98% 0.011840      62.7282

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  5746     8      2920     8/30     0.7138   0.9438   0.6886       0.7962       1.7077

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  5754     9      2921     1/365         0% 0.000039     100.0000
  5764     9      2931    11/365         3% 0.047629      73.2955
  5784     9      2941    21/365         6% 0.047170      65.1786
  5798     9      2951    31/365         8% 0.022273      62.2984
  5806     9      2961    41/365        11% 0.033223      63.8720
  5814     9      2971    51/365        14% 0.064653      65.5637
  5834     9      2981    61/365        17% 0.010197      65.5738
  5853     9      2991    71/365        19% 0.049709      62.8521
  5865     9      3001    81/365        22% 0.049586      62.2685
  5884     9      3011    91/365        25% 0.043089      62.7747
  5906     9      3021   101/365        28% 0.051380      62.2525
  5917     9      3031   111/365        30% 0.004190      62.5000
  5929     9      3041   121/365        33% 0.037738      62.2417
  5948     9      3051   131/365        36% 0.051796      61.4027
  5961     9      3061   141/365        39% 0.029848      61.0816
  5977     9      3071   151/365        41% 0.017246      61.3825
  5990     9      3081   161/365        44% 0.027923      62.0730
  6007     9      3091   171/365        47% 0.031804      62.9020
  6018     9      3101   181/365        50% 0.013304      62.9489
  6027     9      3111   191/365        52% 0.012612      63.2526
  6051     9      3121   201/365        55% 0.019456      62.9975
  6061     9      3131   211/365        58% 0.006275      63.2405
  6079     9      3141   221/365        61% 0.020540      63.1787
  6095     9      3151   231/365        63% 0.014494      63.3387
  6112     9      3161   241/365        66% 0.032939      62.9927
  6127     9      3171   251/365        69% 0.014434      63.3217
  6143     9      3181   261/365        72% 0.043939      63.4579
  6152     9      3191   271/365        74% 0.008462      63.6993
  6165     9      3201   281/365        77% 0.036354      63.5899
  6190     9      3211   291/365        80% 0.021053      63.4450
  6200     9      3221   301/365        82% 0.056361      63.2683
  6224     9      3231   311/365        85% 0.053777      62.9823
  6239     9      3241   321/365        88% 0.043079      62.7336
  6256     9      3251   331/365        91% 0.021947      62.5000
  6270     9      3261   341/365        93% 0.056650      62.5942
  6281     9      3271   351/365        96% 0.000683      62.5022
  6300     9      3281   361/365        99% 0.000918      62.4501

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  6468     9      3285     9/30     0.7102   0.9460   0.6890       0.7973       1.7211

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  6486    10      3291     6/365         2% 0.047413      52.0833
  6498    10      3301    16/365         4% 0.060586      55.0781
  6510    10      3311    26/365         7% 0.001090      61.0577
  6528    10      3321    36/365        10% 0.027897      63.5417
  6547    10      3331    46/365        13% 0.012791      62.3641
  6568    10      3341    56/365        15% 0.004459      61.0491
  6577    10      3351    66/365        18% 0.016072      61.5530
  6591    10      3361    76/365        21% 0.036278      62.0888
  6605    10      3371    86/365        24% 0.058921      62.3547
  6615    10      3381    96/365        26% 0.033760      62.5651
  6627    10      3391   106/365        29% 0.013652      63.0896
  6645    10      3401   116/365        32% 0.000089      62.9310
  6654    10      3411   126/365        35% 0.002531      64.1369
  6676    10      3421   136/365        37% 0.018120      63.9246
  6686    10      3431   146/365        40% 0.033148      64.2123
  6700    10      3441   156/365        43% 0.033862      64.3429
  6717    10      3451   166/365        45% 0.045629      64.2696
  6742    10      3461   176/365        48% 0.036173      63.6364
  6755    10      3471   186/365        51% 0.011291      63.7433
  6769    10      3481   196/365        54% 0.064214      63.2015
  6784    10      3491   206/365        56% 0.040019      62.8944
  6798    10      3501   216/365        59% 0.036987      62.7025
  6812    10      3511   226/365        62% 0.018412      63.0254
  6825    10      3521   236/365        65% 0.003042      63.6917
  6837    10      3531   246/365        67% 0.066516      63.2368
  6852    10      3541   256/365        70% 0.021492      63.2080
  6878    10      3551   266/365        73% 0.022029      62.8524
  6891    10      3561   276/365        76% 0.022388      62.8397
  6914    10      3571   286/365        78% 0.040349      62.3907
  6922    10      3581   296/365        81% 0.013246      62.7323
  6938    10      3591   306/365        84% 0.029503      62.8268
  6950    10      3601   316/365        87% 0.032000      62.7176
  6959    10      3611   326/365        89% 0.000913      62.9026
  6972    10      3621   336/365        92% 0.003129      62.9464
  7005    10      3631   346/365        95% 0.046563      62.6652
  7013    10      3641   356/365        98% 0.029223      63.0125

  Time Epoch Iteration Progress     Dev/Acc. Dev/Pr.  Dev/Recall   Dev/F1       Dev/Loss
  7189    10      3650    10/30     0.7241   0.9404   0.7070       0.8072       1.6490

  Time Epoch Iteration Progress    (%Epoch)   Loss     Accuracy
  7197    11      3651     1/365         0% 0.000074     100.0000
  7213    11      3661    11/365         3% 0.040216      64.2045
  7228    11      3671    21/365         6% 0.014085      61.3095
  7236    11      3681    31/365         8% 0.017723      67.5403
  7249    11      3691    41/365        11% 0.000383      66.6159
  7270    11      3701    51/365        14% 0.020459      66.1765
  7293    11      3711    61/365        17% 0.117019      66.1885
  7304    11      3721    71/365        19% 0.018177      66.9014
  7319    11      3731    81/365        22% 0.006527      66.7438
  7332    11      3741    91/365        25% 0.018608      66.2775
  7347    11      3751   101/365        28% 0.091140      66.8936
  7359    11      3761   111/365        30% 0.000146      67.8491
  7370    11      3771   121/365        33% 0.050079      67.7169
  7393    11      3781   131/365        36% 0.034391      66.9370
  7406    11      3791   141/365        39% 0.006894      66.8883
  7421    11      3801   151/365        41% 0.036863      66.5149
  7435    11      3811   161/365        44% 0.001838      66.7314
  7446    11      3821   171/365        47% 0.010068      66.9956
  7457    11      3831   181/365        50% 0.003352      66.5401
  7471    11      3841   191/365        52% 0.013186      66.0995
  7499    11      3851   201/365        55% 0.062034      65.2363
  7510    11      3861   211/365        58% 0.033063      64.9585
  7526    11      3871   221/365        61% 0.063922      64.9887
  7538    11      3881   231/365        63% 0.029031      64.8268
  7548    11      3891   241/365        66% 0.008518      64.6006
  7563    11      3901   251/365        69% 0.061853      64.3924
  7581    11      3911   261/365        72% 0.055898      64.5833
  7606    11      3921   271/365        74% 0.088331      64.3220
  7616    11      3931   281/365        77% 0.032568      64.5685
  7630    11      3941   291/365        80% 0.029021      64.4330
  7644    11      3951   301/365        82% 0.009586      64.4518
  7655    11      3961   311/365        85% 0.019954      64.5498
  7667    11      3971   321/365        88% 0.019540      64.6223
  7684    11      3981   331/365        91% 0.011988      64.7281
